Dries CELIS POSITION,Dries CELIS LAP TIME,Dries CELIS ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME,Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,Mike KOOREMAN POSITION,Mike KOOREMAN LAP TIME,Mike KOOREMAN ELAPSED TIME,Ivan DOLINIC POSITION,Ivan DOLINIC LAP TIME,Ivan DOLINIC ELAPSED TIME
1,13.168,13.168,2,13.173,13.173,3,13.306,13.306,4,13.521,13.521,5,16.258,16.258
3,10.126,23.293,1,9.891,23.063,2,9.769,23.074,4,9.824,23.344,5,7.235,23.493
4,9.878,33.171,2,9.936,32.999,1,9.835,32.909,3,9.700,33.043,5,9.932,33.425
4,9.669,42.840,3,9.712,42.711,2,9.720,42.629,1,9.481,42.523,5,9.830,43.254
3,9.695,52.534,4,10.124,52.835,2,9.719,52.347,1,9.744,52.267,5,9.832,53.086
3,9.568,1:02.102,4,9.750,1:02.584,2,9.547,1:01.894,1,9.607,1:01.874,5,10.009,1:03.095
3,9.854,1:11.955,4,9.799,1:12.383,2,9.684,1:11.577,1,9.698,1:11.572,5,10.330,1:13.425
3,10.055,1:22.010,4,10.142,1:22.524,1,9.992,1:21.568,2,10.034,1:21.606,5,10.609,1:24.033
3,10.67,1:32.675,4,11.46,1:33.984,1,10.31,1:31.870,2,10.42,1:32.023,5,11.11,1:35.134
