THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME,Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,ASCIC Valentina POSITION,ASCIC Valentina LAP TIME,ASCIC Valentina ELAPSED TIME,Renata SZOCS POSITION,Renata SZOCS LAP TIME,Renata SZOCS ELAPSED TIME
1,7.43,7.43,2,7.61,7.61,3,7.74,7.74,4,8.13,8.13,5,8.58,8.58
1,9.66,17.09,2,9.77,17.38,3,9.75,17.49,4,10.00,18.13,5,9.59,18.17
1,9.12,26.21,2,9.10,26.48,3,9.11,26.60,5,9.62,27.75,4,9.32,27.49
1,9.28,35.49,2,9.12,35.60,3,9.03,35.63,5,9.47,37.22,4,9.53,37.02
1,9.55,45.04,2,9.50,45.10,3,9.58,45.191,5,9.92,47.128,4,9.90,46.901
