Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME
1,6.78,6.78,2,6.92,6.92,3,7.08,7.08,5,7.30,7.30,4,7.19,7.19
1,9.00,15.78,2,8.96,15.88,3,8.90,15.98,5,9.00,16.30,4,9.02,16.21
1,8.31,24.09,2,8.31,24.19,3,8.30,24.28,5,8.65,24.95,4,8.55,24.76
1,8.44,32.53,2,8.45,32.64,3,8.43,32.71,5,8.58,33.53,4,8.58,33.34
1,8.63,41.16,2,8.59,41.23,3,8.63,41.34,5,8.83,42.36,4,8.84,42.18
