Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME
1,6.73,6.73,2,6.84,6.84,4,7.12,7.12,3,6.99,6.99,5,7.28,7.28
1,8.87,15.60,2,8.77,15.61,4,8.80,15.92,3,8.80,15.79,5,8.82,16.10
1,8.33,23.93,2,8.40,24.01,3,8.22,24.14,4,8.61,24.40,5,8.40,24.50
1,8.65,32.58,2,8.67,32.68,3,8.66,32.80,5,8.69,33.09,4,8.42,32.92
1,8.79,41.37,2,8.82,41.50,4,8.96,41.766,5,26.34,59.436,3,8.66,41.58
