Jeremy BECK POSITION,Jeremy BECK LAP TIME,Jeremy BECK ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
3,12.710,12.710,1,12.710,12.710,2,12.710,12.710,4,13.690,13.690
2,10.140,22.850,3,10.190,22.900,1,10.130,22.850,4,9.400,23.100
1,9.290,32.140,3,9.440,32.350,2,9.360,32.210,4,9.310,32.410
1,9.380,41.520,3,9.320,41.680,2,9.440,41.650,4,9.310,41.730
3,9.870,51.400,2,9.720,51.400,1,9.650,51.300,4,9.970,51.700
4,9.830,1:01.240,2,9.700,1:01.100,3,9.900,1:01.200,1,9.120,1:00.830
2,9.450,1:10.690,3,9.610,1:10.720,1,9.420,1:10.630,4,9.970,1:10.800
3,9.440,1:20.130,1,9.270,1:19.990,2,9.460,1:20.090,4,9.430,1:20.230
3,9.770,1:29.900,1,9.610,1:29.610,2,9.580,1:29.680,4,9.940,1:30.180
