Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME
1,7.263,7.263,2,7.282,7.282,3,7.561,7.561,4,7.693,7.693
2,8.957,16.220,1,8.907,16.188,3,9.232,16.792,4,9.248,16.940
2,8.768,24.987,1,8.634,24.822,3,8.708,25.500,4,8.724,25.663
2,8.850,33.837,1,9.010,33.832,4,9.244,34.743,3,9.037,34.700
1,8.68,42.510,2,8.81,42.634,4,9.12,43.854,3,8.73,43.429
