SIGHEL Pietro POSITION,SIGHEL Pietro LAP TIME,SIGHEL Pietro ELAPSED TIME,TREACY Niall POSITION,TREACY Niall LAP TIME,TREACY Niall ELAPSED TIME,Csaba BURJAN POSITION,Csaba BURJAN LAP TIME,Csaba BURJAN ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,Augustin GERE POSITION,Augustin GERE LAP TIME,Augustin GERE ELAPSED TIME
1,6.83,6.83,2,6.98,6.98,4,7.49,7.49,5,7.64,7.64,3,7.22,7.22
1,8.89,15.72,2,8.85,15.83,4,9.05,16.54,5,9.23,16.87,3,8.93,16.15
1,8.46,24.18,2,8.58,24.41,4,8.43,24.97,5,8.80,25.67,3,8.58,24.73
1,8.69,32.87,2,8.55,32.96,4,8.57,33.54,5,9.10,34.77,3,8.63,33.36
1,8.93,41.80,2,8.91,41.87,4,8.83,42.376,5,9.43,44.209,3,8.87,42.233
