PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME,WILCZYK Szymon POSITION,WILCZYK Szymon LAP TIME,WILCZYK Szymon ELAPSED TIME,Mark PRINSEN POSITION,Mark PRINSEN LAP TIME,Mark PRINSEN ELAPSED TIME,Maksim ZHERNOVY POSITION,Maksim ZHERNOVY LAP TIME,Maksim ZHERNOVY ELAPSED TIME
1,6.79,6.79,2,7.00,7.00,3,7.23,7.23,5,7.57,7.57,4,7.31,7.31
1,9.15,15.94,2,9.23,16.23,3,9.19,16.42,5,9.32,16.89,4,9.34,16.65
1,8.83,24.77,3,9.07,25.30,2,8.87,25.29,5,8.83,25.72,4,8.98,25.63
1,9.05,33.82,3,9.22,34.52,2,9.00,34.29,4,9.11,34.83,5,9.27,34.90
1,9.22,43.037,3,9.39,43.905,2,9.29,43.577,4,9.48,44.309,5,9.65,44.549
