Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME
3,7.39,7.39,1,7.11,7.11,4,7.64,7.64,2,7.31,7.31
3,9.63,17.02,2,9.54,16.66,4,9.49,17.13,1,9.33,16.64
3,8.98,26.01,1,9.09,25.75,4,9.19,26.33,2,9.20,25.84
3,9.36,35.37,1,9.32,35.07,4,9.44,35.77,2,9.26,35.11
3,9.64,45.002,1,9.68,44.742,4,9.92,45.685,2,9.76,44.867
