Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME
1,6.93,6.93,3,7.17,7.17,2,7.05,7.05,5,7.41,7.41,4,7.28,7.28
2,9.24,16.17,3,9.09,16.26,1,9.01,16.06,5,9.09,16.50,4,9.11,16.39
2,8.75,24.92,3,8.77,25.03,1,8.76,24.82,5,8.70,25.20,4,8.72,25.11
5,16.45,41.37,4,9.68,34.71,1,8.82,33.64,2,8.96,34.16,3,9.32,34.43
4,18.07,59.436,3,13.88,48.582,1,9.02,42.660,0,,PEN,2,9.96,44.384
