KIKUCHI Sumire POSITION,KIKUCHI Sumire LAP TIME,KIKUCHI Sumire ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,KANG Jihee POSITION,KANG Jihee LAP TIME,KANG Jihee ELAPSED TIME,Louise MILESI POSITION,Louise MILESI LAP TIME,Louise MILESI ELAPSED TIME
1,7.60,7.60,2,7.70,7.70,3,7.88,7.88,4,8.07,8.07
1,9.69,17.29,2,9.71,17.41,3,9.67,17.55,4,9.80,17.87
1,9.08,26.37,2,9.05,26.46,3,9.04,26.59,4,9.29,27.16
1,9.12,35.49,2,9.07,35.53,3,8.99,35.58,4,9.43,36.59
1,9.37,44.860,3,9.71,45.233,2,9.39,44.969,4,9.65,46.240
