Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME
2,13.15,13.15,1,12.91,12.91,3,13.27,13.27,4,13.46,13.46
2,9.63,22.78,1,9.74,22.65,3,9.64,22.91,4,9.56,23.02
2,9.76,32.54,1,9.76,32.41,3,9.75,32.66,4,9.77,32.79
2,9.65,42.19,1,9.66,42.07,3,9.65,42.31,4,9.60,42.39
2,9.68,51.87,1,9.65,51.72,4,9.72,52.03,3,9.64,52.03
2,9.47,1:01.34,1,9.48,1:01.20,4,9.77,1:01.80,3,9.39,1:01.42
2,9.53,1:10.87,1,9.48,1:10.68,4,10.16,1:11.96,3,9.56,1:10.98
3,9.73,1:20.60,1,9.51,1:20.19,4,10.74,1:22.70,2,9.40,1:20.38
3,9.68,1:30.274,1,9.39,1:29.575,4,10.80,1:33.496,2,9.34,1:29.715
