Mohammed AL-HOURANI POSITION,Mohammed AL-HOURANI LAP TIME,Mohammed AL-HOURANI ELAPSED TIME,MOODY Jonathan POSITION,MOODY Jonathan LAP TIME,MOODY Jonathan ELAPSED TIME,Mateusz KRZEMINSKI POSITION,Mateusz KRZEMINSKI LAP TIME,Mateusz KRZEMINSKI ELAPSED TIME,Salvijus RAMANAUSKAS POSITION,Salvijus RAMANAUSKAS LAP TIME,Salvijus RAMANAUSKAS ELAPSED TIME,DEWAGTERE Adriaan POSITION,DEWAGTERE Adriaan LAP TIME,DEWAGTERE Adriaan ELAPSED TIME
5,7.98,7.98,1,7.03,7.03,2,7.17,7.17,4,7.42,7.42,3,7.29,7.29
5,10.83,18.81,1,9.52,16.55,1,9.38,16.55,4,9.48,16.90,3,9.50,16.79
5,10.47,29.28,1,9.13,25.68,2,9.21,25.76,4,9.27,26.17,3,9.14,25.93
5,10.58,39.86,1,9.33,35.01,2,9.33,35.09,4,9.33,35.50,3,9.39,35.32
5,10.95,50.81,1,9.38,44.39,2,9.37,44.46,4,9.56,45.06,3,9.63,44.95
