Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME
2,13.28,13.28,3,13.54,13.54,1,13.17,13.17,4,13.67,13.67,5,13.78,13.78
2,9.95,23.23,3,9.86,23.40,1,9.97,23.14,4,9.83,23.50,5,9.83,23.61
2,10.02,33.25,3,9.99,33.39,1,10.02,33.16,4,10.00,33.50,5,10.02,33.63
2,9.94,43.19,3,9.90,43.29,1,9.93,43.09,4,9.91,43.41,5,9.92,43.55
2,9.82,53.01,3,9.86,53.15,1,9.83,52.92,4,9.87,53.28,5,9.85,53.40
2,9.81,1:02.82,3,9.79,1:02.94,1,9.79,1:02.71,4,9.75,1:03.03,5,9.73,1:03.13
2,9.84,1:12.66,4,9.80,1:12.74,1,9.84,1:12.55,3,9.67,1:12.70,5,9.67,1:12.80
4,10.05,1:22.71,5,10.01,1:22.75,3,10.03,1:22.58,1,9.33,1:22.03,2,9.35,1:22.15
5,10.30,1:32.989,4,10.03,1:32.761,3,10.14,1:32.713,1,9.51,1:31.525,2,9.47,1:31.605
