KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
3,13.29,13.29,1,13.03,13.03,4,13.35,13.35,2,13.19,13.19
3,9.99,23.28,2,10.23,23.26,1,9.73,23.08,4,10.30,23.49
2,10.00,33.28,3,10.20,33.46,1,10.20,33.28,4,10.12,33.61
1,9.77,43.05,3,9.82,43.28,2,9.87,43.15,4,9.78,43.39
1,9.74,52.79,3,9.73,53.01,2,9.75,52.90,4,9.75,53.14
3,10.20,1:02.99,4,10.10,1:03.11,2,9.95,1:02.85,1,9.68,1:02.82
3,9.76,1:12.75,4,10.26,1:13.37,2,9.71,1:12.56,1,9.64,1:12.46
3,9.75,1:22.50,4,10.35,1:23.72,2,9.80,1:22.36,1,9.79,1:22.25
3,9.63,1:32.123,0,,PEN,2,9.68,1:32.037,1,9.70,1:31.949
