Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica AUSMA POSITION,Jessica AUSMA LAP TIME,Jessica AUSMA ELAPSED TIME
2,7.45,7.45,3,7.47,7.47,1,7.22,7.22,4,7.85,7.85
3,10.00,17.45,2,9.79,17.26,1,9.46,16.68,4,10.10,17.95
3,9.09,26.54,2,8.98,26.24,1,8.88,25.56,4,9.41,27.36
3,9.36,35.90,2,9.48,35.72,1,9.24,34.80,4,9.82,37.18
3,9.62,45.517,2,9.73,45.441,1,9.65,44.444,4,10.08,47.254
