Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
2,15.57,15.57,3,15.71,15.71,1,15.45,15.45,4,15.86,15.86
1,12.79,28.36,4,12.95,28.66,2,13.05,28.50,3,12.73,28.59
3,11.68,40.04,4,11.45,40.11,1,11.25,39.75,2,11.35,39.94
4,10.26,50.30,1,9.99,50.10,3,10.36,50.11,1,10.16,50.10
4,9.93,1:00.23,1,9.87,59.97,3,10.03,1:00.14,2,9.97,1:00.07
4,10.73,1:10.96,1,10.63,1:10.60,2,10.54,1:10.68,3,10.72,1:10.79
4,9.82,1:20.78,2,9.96,1:20.56,3,9.97,1:20.65,1,9.56,1:20.35
4,9.48,1:30.26,3,9.55,1:30.11,2,9.30,1:29.95,1,9.22,1:29.57
4,9.30,1:39.529,3,9.33,1:39.426,2,9.42,1:39.37,1,9.55,1:39.12
