Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,de LAAT Itzhak POSITION,de LAAT Itzhak LAP TIME,de LAAT Itzhak ELAPSED TIME,KIM Yun-Jae POSITION,KIM Yun-Jae LAP TIME,KIM Yun-Jae ELAPSED TIME
1,7.08,7.08,2,7.20,7.20,3,7.32,7.32,4,7.54,7.54
1,9.20,16.28,2,9.18,16.38,3,9.15,16.47,4,9.23,16.77
1,8.77,25.05,3,8.81,25.19,2,8.67,25.14,4,8.62,25.39
1,8.98,34.03,3,9.05,34.24,4,9.30,34.44,2,8.84,34.23
1,9.14,43.170,0,,PEN,2,9.33,43.762,3,10.33,44.552
