PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME,Marta KNOCH POSITION,Marta KNOCH LAP TIME,Marta KNOCH ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME
2,7.51,7.51,4,7.88,7.88,3,7.69,7.69,1,7.47,7.47,5,7.99,7.99
2,9.36,16.87,4,9.52,17.40,3,9.60,17.29,1,9.26,16.73,5,9.47,17.46
2,8.75,25.62,4,9.17,26.57,3,9.13,26.42,1,8.80,25.53,5,9.20,26.66
2,8.86,34.48,4,9.32,35.89,3,9.41,35.83,1,8.84,34.37,5,9.34,36.00
2,9.05,43.53,4,9.94,45.838,3,9.87,45.703,1,9.07,43.44,5,10.11,46.112
