LIU Ling-E POSITION,LIU Ling-E LAP TIME,LIU Ling-E ELAPSED TIME,WANG Wei POSITION,WANG Wei LAP TIME,WANG Wei ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
5,14.394,14.394,4,14.218,14.218,2,13.988,13.988,3,14.049,14.049,1,13.984,13.984
5,10.275,24.668,4,10.315,24.533,2,10.317,24.304,1,10.249,24.297,3,10.395,24.379
5,10.640,35.307,4,10.654,35.186,2,10.542,34.846,1,10.511,34.807,3,10.651,35.030
5,10.714,46.021,4,10.670,45.856,1,10.665,45.510,2,10.716,45.523,3,10.619,45.648
5,10.091,56.111,4,10.013,55.868,1,10.070,55.580,2,10.065,55.587,3,10.166,55.814
5,9.865,1:05.976,4,9.839,1:05.706,1,9.761,1:05.341,2,9.903,1:05.490,3,9.748,1:05.562
5,11.079,1:17.055,3,9.571,1:15.277,2,9.817,1:15.157,1,9.439,1:14.928,4,10.025,1:15.586
5,10.686,1:27.740,2,9.439,1:24.716,1,9.319,1:24.475,3,9.900,1:24.828,4,9.880,1:25.466
5,10.81,1:38.548,2,9.73,1:34.447,1,9.93,1:34.397,3,10.25,1:35.075,4,10.15,1:35.613
