SANTOS Kristen POSITION,SANTOS Kristen LAP TIME,SANTOS Kristen ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
4,7.94,7.94,1,7.37,7.37,2,7.49,7.49,3,7.64,7.64
4,9.81,17.75,1,9.65,17.02,2,9.64,17.13,3,9.57,17.21
4,9.34,27.09,1,9.16,26.18,2,9.14,26.27,3,9.07,26.28
4,9.53,36.62,1,9.39,35.57,2,9.36,35.63,3,9.37,35.65
3,10.18,46.80,1,9.58,45.15,2,9.70,45.33,4,23.87,59.52
