Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,ZANG Yize POSITION,ZANG Yize LAP TIME,ZANG Yize ELAPSED TIME,MONVOISIN Aurelie POSITION,MONVOISIN Aurelie LAP TIME,MONVOISIN Aurelie ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,Federica TOMBOLATO POSITION,Federica TOMBOLATO LAP TIME,Federica TOMBOLATO ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
3,13.33,13.33,4,13.44,13.44,5,13.55,13.55,1,13.27,13.27,6,13.67,13.67,2,13.32,13.32
4,10.56,23.89,2,10.30,23.74,5,10.44,23.99,1,10.45,23.72,6,10.38,24.05,3,10.47,23.79
4,10.03,33.92,1,9.85,33.59,5,10.04,34.03,2,9.98,33.70,6,10.14,34.19,3,9.97,33.76
5,10.30,44.22,1,10.13,43.72,4,9.98,44.01,2,10.11,43.81,6,10.10,44.29,3,10.07,43.83
5,9.72,53.94,1,9.64,53.36,3,9.60,53.61,2,9.66,53.47,6,9.78,54.07,4,9.91,53.74
5,9.64,1:03.58,1,9.72,1:03.08,3,9.65,1:03.26,2,9.69,1:03.16,6,9.62,1:03.69,4,9.60,1:03.34
5,9.75,1:13.33,1,9.79,1:12.87,3,9.77,1:13.03,2,9.80,1:12.96,6,9.74,1:13.43,4,9.80,1:13.14
5,10.05,1:23.38,1,9.99,1:22.86,2,9.92,1:22.95,3,10.02,1:22.98,6,10.10,1:23.53,4,9.94,1:23.08
4,10.68,1:34.039,1,10.25,1:33.11,2,10.31,1:33.26,6,12.05,1:35.009,5,10.92,1:34.424,3,10.71,1:33.773
