LIU Ying Bao POSITION,LIU Ying Bao LAP TIME,LIU Ying Bao ELAPSED TIME,Takafumi NISHITANI POSITION,Takafumi NISHITANI LAP TIME,Takafumi NISHITANI ELAPSED TIME,SONG Suk-Woo POSITION,SONG Suk-Woo LAP TIME,SONG Suk-Woo ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME
1,6.768,6.768,3,6.899,6.899,2,6.898,6.898,4,7.241,7.241
1,9.367,16.135,2,9.392,16.291,3,9.467,16.365,4,9.283,16.524
2,9.077,25.212,3,9.211,25.501,1,8.845,25.210,4,9.044,25.567
2,9.119,34.331,3,9.091,34.592,1,9.110,34.319,4,9.276,34.842
1,9.35,43.678,3,9.40,43.992,2,9.44,43.751,4,9.57,44.410
