Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME
1,14.149,14.149,3,14.324,14.324,4,14.498,14.498,2,14.302,14.302
2,11.412,25.561,1,11.216,25.540,4,11.335,25.833,3,11.369,25.671
1,10.377,35.938,4,10.579,36.120,2,10.212,36.046,3,10.399,36.070
1,9.595,45.533,2,9.602,45.722,4,9.734,45.780,3,9.682,45.752
1,9.736,55.269,2,9.641,55.363,3,9.660,55.440,4,9.801,55.553
1,9.721,1:04.990,2,9.740,1:05.103,3,9.761,1:05.201,4,9.757,1:05.309
1,9.867,1:14.856,2,9.922,1:15.025,3,9.875,1:15.076,4,10.276,1:15.585
1,9.978,1:24.834,2,9.933,1:24.958,3,9.989,1:25.065,4,10.706,1:26.291
1,10.423,1:35.258,2,10.303,1:35.261,3,10.245,1:35.309,4,11.231,1:37.522
