Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME
2,13.22,13.22,4,13.51,13.51,1,13.11,13.11,3,13.39,13.39
3,10.22,23.44,4,10.22,23.73,1,10.19,23.30,2,10.04,23.43
3,9.81,33.25,4,9.69,33.42,1,9.73,33.03,2,9.71,33.14
3,9.61,42.86,4,9.57,42.99,1,9.65,42.68,2,9.63,42.77
3,9.67,52.53,4,9.61,52.60,1,9.66,52.34,2,9.65,52.42
3,9.79,1:02.32,4,9.83,1:02.43,1,9.80,1:02.14,2,9.81,1:02.23
2,9.68,1:12.00,4,9.89,1:12.32,1,9.79,1:11.93,3,9.88,1:12.11
2,9.97,1:21.97,4,9.88,1:22.20,1,9.94,1:21.87,3,9.95,1:22.06
2,10.19,1:32.153,4,10.08,1:32.273,1,10.24,1:32.109,3,10.11,1:32.163
