SEJPALOVA-HRUZOVA Michaela POSITION,SEJPALOVA-HRUZOVA Michaela LAP TIME,SEJPALOVA-HRUZOVA Michaela ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME,Kimberly GOETZ POSITION,Kimberly GOETZ LAP TIME,Kimberly GOETZ ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
4,7.93,7.93,2,7.60,7.60,3,7.72,7.72,1,7.35,7.35,5,8.12,8.12
4,9.77,17.70,2,9.58,17.18,3,9.59,17.31,1,9.33,16.68,5,9.84,17.96
4,9.39,27.09,2,9.09,26.27,3,9.08,26.39,1,8.90,25.58,5,9.29,27.25
4,9.42,36.51,2,9.32,35.59,3,9.28,35.67,1,9.13,34.71,5,9.30,36.55
4,9.66,46.166,2,9.68,45.265,3,9.83,45.492,1,9.34,44.050,5,9.84,46.387
