Stribor SUMAN POSITION,Stribor SUMAN LAP TIME,Stribor SUMAN ELAPSED TIME,Zen Sheng Sian KOH POSITION,Zen Sheng Sian KOH LAP TIME,Zen Sheng Sian KOH ELAPSED TIME,M.A.I. BIN MOHAMAD FADZLI POSITION,M.A.I. BIN MOHAMAD FADZLI LAP TIME,M.A.I. BIN MOHAMAD FADZLI ELAPSED TIME,Stefan-Teodor FRIGHENCIU POSITION,Stefan-Teodor FRIGHENCIU LAP TIME,Stefan-Teodor FRIGHENCIU ELAPSED TIME,Mohammed AL-HOURANI POSITION,Mohammed AL-HOURANI LAP TIME,Mohammed AL-HOURANI ELAPSED TIME
2,7.88,7.88,1,7.84,7.84,3,8.54,8.54,4,13.50,13.50,5,14.24,14.24
2,10.06,17.94,1,10.01,17.85,3,10.93,19.47,4,12.49,25.99,5,13.40,27.64
2,9.77,27.71,1,9.59,27.44,3,10.13,29.60,5,12.26,38.25,4,10.50,38.14
2,9.74,37.45,1,9.88,37.32,3,10.23,39.83,5,10.76,49.01,4,10.63,48.77
2,,47.424,1,,47.389,3,10.35,50.181,5,11.12,1:00.109,4,10.80,59.556
