Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,Anastassiya KUZNETSOVA POSITION,Anastassiya KUZNETSOVA LAP TIME,Anastassiya KUZNETSOVA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
3,14.78,14.78,2,14.65,14.65,4,14.93,14.93,1,14.53,14.53
3,11.50,26.28,2,11.53,26.18,4,11.49,26.42,1,11.52,26.05
3,11.21,37.49,2,11.22,37.40,4,11.16,37.58,1,11.26,37.31
3,11.07,48.56,2,11.06,48.46,4,11.09,48.67,1,11.04,48.35
3,10.59,59.15,2,10.59,59.05,4,10.61,59.28,1,10.58,58.93
2,9.84,1:08.99,3,9.96,1:09.01,4,10.20,1:09.48,1,9.96,1:08.89
2,9.46,1:18.45,3,9.52,1:18.53,4,10.20,1:19.68,1,9.52,1:18.41
3,9.89,1:28.34,2,9.79,1:28.32,4,10.62,1:30.30,1,9.70,1:28.11
3,9.99,1:38.328,2,9.86,1:38.177,4,11.05,1:41.342,1,10.01,1:38.114
