Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Christoph MILZ POSITION,Christoph MILZ LAP TIME,Christoph MILZ ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME
1,7.197,7.197,2,7.260,7.260,4,7.547,7.547,3,7.406,7.406
1,9.539,16.735,4,9.743,17.003,3,9.401,16.948,2,9.520,16.925
1,9.449,26.183,2,9.291,26.294,4,9.511,26.459,3,9.387,26.312
1,9.453,35.636,3,9.491,35.784,4,9.365,35.823,2,9.447,35.758
2,9.29,44.924,4,9.35,45.128,1,8.92,44.737,3,9.21,44.965
