Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Wim de DEYNE POSITION,Wim de DEYNE LAP TIME,Wim de DEYNE ELAPSED TIME,Gisle TVERLAND POSITION,Gisle TVERLAND LAP TIME,Gisle TVERLAND ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
3,7.100,7.100,1,6.539,6.539,4,7.280,7.280,2,6.958,6.958
3,9.258,16.357,1,9.184,15.723,4,9.208,16.487,2,9.376,16.334
2,8.962,25.319,1,9.000,24.723,4,9.008,25.494,3,8.997,25.331
3,9.117,34.435,1,9.023,33.745,4,9.167,34.660,2,8.884,34.214
3,9.23,43.666,1,9.71,43.450,4,9.51,44.165,2,9.25,43.461
