VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME
1,7.24,7.24,4,7.56,7.56,2,7.27,7.27,3,7.37,7.37
1,9.77,17.01,4,9.59,17.16,3,9.87,17.15,2,9.72,17.10
2,9.49,26.51,4,9.56,26.72,3,9.38,26.53,1,9.27,26.37
2,9.58,36.09,4,9.48,36.21,3,9.60,36.13,1,9.68,36.05
1,9.88,45.966,4,10.14,46.344,2,9.90,46.029,3,10.18,46.225
