Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME
3,13.451,13.451,4,13.609,13.609,1,13.383,13.383,5,13.677,13.677,2,13.397,13.397
3,9.895,23.346,2,9.629,23.237,4,10.045,23.428,5,9.917,23.594,1,9.834,23.231
3,9.741,33.087,1,9.689,32.927,2,9.633,33.061,5,9.773,33.367,4,9.974,33.205
3,9.827,42.914,1,9.829,42.756,4,9.986,43.047,5,9.695,43.061,2,9.708,42.913
2,9.746,52.660,1,9.823,52.579,4,9.712,52.759,5,9.834,52.896,3,9.751,52.664
3,9.515,1:02.175,1,9.368,1:01.946,5,9.738,1:02.498,4,9.494,1:02.389,2,9.359,1:02.023
1,9.365,1:11.540,2,9.625,1:11.572,5,10.051,1:12.548,4,9.668,1:12.057,3,9.646,1:11.668
2,9.678,1:21.218,1,9.614,1:21.185,5,10.168,1:22.716,4,9.831,1:21.888,3,9.672,1:21.340
3,9.737,1:30.955,1,9.408,1:30.594,5,10.451,1:33.167,4,10.300,1:32.189,2,9.409,1:30.749
