Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Lia STEPANOVA POSITION,Lia STEPANOVA LAP TIME,Lia STEPANOVA ELAPSED TIME
1,7.38,7.38,3,7.76,7.76,4,7.93,7.93,2,7.54,7.54
1,9.63,17.01,3,9.71,17.47,4,9.66,17.59,2,9.61,17.15
1,9.16,26.17,3,9.01,26.48,4,9.11,26.70,2,9.12,26.27
1,9.29,35.46,3,9.26,35.74,4,9.20,35.90,2,9.33,35.60
1,9.61,45.068,3,9.43,45.164,4,9.48,45.380,2,9.51,45.109
