Denis GRM POSITION,Denis GRM LAP TIME,Denis GRM ELAPSED TIME,Stefan DRAB POSITION,Stefan DRAB LAP TIME,Stefan DRAB ELAPSED TIME,CHARPENTIER Xavier POSITION,CHARPENTIER Xavier LAP TIME,CHARPENTIER Xavier ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Roman IZBICKI POSITION,Roman IZBICKI LAP TIME,Roman IZBICKI ELAPSED TIME
4,7.848,7.848,3,7.721,7.721,5,8.007,8.007,1,7.498,7.498,2,7.510,7.510
5,10.464,18.312,4,10.109,17.829,3,9.565,17.571,1,9.576,17.074,2,9.619,17.128
5,9.996,28.307,4,9.745,27.573,3,9.155,26.726,2,9.314,26.387,1,9.203,26.331
5,10.220,38.527,4,9.546,37.119,3,9.301,36.027,2,9.484,35.870,1,9.535,35.865
5,10.09,48.616,4,9.72,46.833,3,9.26,45.283,1,9.22,45.090,2,9.28,45.140
