Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
4,7.29,7.29,2,7.00,7.00,1,6.91,6.91,3,7.22,7.22,5,7.41,7.41
4,9.27,16.56,2,8.83,15.83,1,8.80,15.71,3,9.05,16.27,5,9.25,16.66
4,8.82,25.38,2,8.40,24.23,1,8.42,24.13,3,8.61,24.88,5,8.81,25.47
4,9.01,34.39,2,8.55,32.78,1,8.55,32.68,3,8.55,33.43,5,9.01,34.48
4,9.15,43.54,2,8.74,41.52,1,8.77,41.45,3,8.83,42.26,5,9.14,43.62
