Cole KRUEGER POSITION,Cole KRUEGER LAP TIME,Cole KRUEGER ELAPSED TIME,Shota UEMURA POSITION,Shota UEMURA LAP TIME,Shota UEMURA ELAPSED TIME,Pier-Olivier GAGNON POSITION,Pier-Olivier GAGNON LAP TIME,Pier-Olivier GAGNON ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
2,12.74,12.74,1,12.68,12.68,4,13.31,13.31,3,12.96,12.96
2,10.06,22.80,1,9.97,22.65,4,9.77,23.08,3,9.93,22.89
2,9.88,32.68,1,9.87,32.52,4,9.89,32.97,3,10.00,32.89
1,9.90,42.58,2,10.12,42.64,4,9.95,42.92,3,9.99,42.88
2,10.06,52.64,1,9.93,52.57,4,9.99,52.91,3,9.79,52.67
4,10.74,1:03.38,1,9.96,1:02.53,3,10.13,1:03.04,2,9.92,1:02.59
4,8.99,1:12.37,2,9.80,1:12.33,3,9.30,1:12.34,1,9.69,1:12.28
4,10.05,1:22.42,3,10.01,1:22.34,2,9.81,1:22.15,1,9.79,1:22.07
4,10.06,1:32.474,3,9.94,1:32.271,2,10.02,1:32.167,1,9.98,1:32.041
