Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME
1,6.63,6.63,2,6.81,6.81,4,14.07,14.07,3,7.15,7.15
1,9.05,15.68,2,9.08,15.89,4,14.31,28.38,3,8.91,16.06
1,8.72,24.40,4,29.42,45.31,3,12.36,40.74,2,8.65,24.71
1,8.98,33.38,4,15.76,1:01.07,3,15.48,56.22,2,8.94,33.65
1,9.25,42.625,4,12.42,1:13.490,3,14.79,1:11.002,2,9.09,42.737
