CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,Kerim BALIC POSITION,Kerim BALIC LAP TIME,Kerim BALIC ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME
1,7.34,7.34,3,7.72,7.72,2,7.60,7.60,4,7.87,7.87,5,8.08,8.08
1,9.41,16.75,3,9.69,17.41,2,9.74,17.34,4,10.21,18.08,5,10.27,18.35
1,8.97,25.72,3,9.65,27.06,2,9.55,26.89,4,9.99,28.07,5,9.91,28.26
1,9.04,34.76,3,9.51,36.57,2,9.64,36.53,4,10.02,38.09,5,10.01,38.27
1,9.24,43.997,4,18.53,55.094,0,,PEN,2,10.48,48.566,3,10.55,48.813
