WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME
1,7.37,7.37,2,7.54,7.54,3,7.72,7.72
1,9.49,16.86,2,9.74,17.28,3,9.59,17.31
1,9.06,25.92,3,9.38,26.66,2,9.26,26.57
1,9.10,35.02,3,9.51,36.17,2,9.37,35.94
1,9.35,44.365,3,9.70,45.870,2,9.80,45.733
