JINGZHU Jin POSITION,JINGZHU Jin LAP TIME,JINGZHU Jin ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,ZAKHAROVA Evgeniya POSITION,ZAKHAROVA Evgeniya LAP TIME,ZAKHAROVA Evgeniya ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,14.01,14.01,4,14.39,14.39,3,14.25,14.25,2,14.16,14.16
1,11.26,25.27,4,11.32,25.71,3,11.28,25.53,2,11.33,25.49
1,10.16,35.43,3,10.03,35.74,2,10.00,35.53,4,10.37,35.86
1,10.26,45.69,3,10.23,45.97,2,10.26,45.79,4,10.23,46.09
1,10.16,55.85,3,10.18,56.15,2,10.16,55.95,4,10.21,56.30
1,9.86,1:05.71,3,9.83,1:05.98,2,9.88,1:05.83,4,9.92,1:06.22
1,9.96,1:15.67,3,9.82,1:15.80,2,9.94,1:15.77,4,10.35,1:16.57
2,10.05,1:25.72,1,9.72,1:25.52,3,10.05,1:25.82,4,11.00,1:27.57
2,10.08,1:35.794,1,9.99,1:35.509,3,10.07,1:35.886,4,11.62,1:39.186
