Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Nicolas BEAN POSITION,Nicolas BEAN LAP TIME,Nicolas BEAN ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,12.16,12.16,2,12.38,12.38,3,12.41,12.41,4,12.70,12.70
2,9.84,22.00,3,9.75,22.13,1,9.57,21.98,4,9.65,22.35
1,9.52,31.52,3,9.65,31.78,2,9.78,31.76,4,9.63,31.98
1,9.28,40.80,3,9.36,41.14,2,9.33,41.09,4,9.36,41.34
1,9.57,50.37,3,9.40,50.54,2,9.33,50.42,4,9.45,50.79
1,9.20,59.57,3,9.23,59.77,2,9.23,59.65,4,9.22,1:00.01
1,9.41,1:08.98,3,9.33,1:09.10,2,9.36,1:09.01,4,9.37,1:09.38
1,9.23,1:18.21,3,9.36,1:18.46,2,9.24,1:18.25,4,9.32,1:18.70
2,9.65,1:27.856,3,9.53,1:27.988,1,9.56,1:27.807,4,9.48,1:28.177
