Dariusz KULESZA POSITION,Dariusz KULESZA LAP TIME,Dariusz KULESZA ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME
1,6.912,6.912,2,6.917,6.917,4,7.225,7.225,3,7.114,7.114
1,9.346,16.259,3,9.590,16.506,2,9.262,16.486,4,9.500,16.614
1,9.103,25.361,2,8.986,25.493,4,9.129,25.615,3,8.995,25.609
1,9.231,34.592,2,9.134,34.626,3,9.282,34.896,4,9.519,35.128
1,9.450,44.043,2,9.584,44.210,3,9.522,44.419,4,9.949,45.077
