HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME
1,6.73,6.73,2,6.87,6.87,3,6.98,6.98,4,7.12,7.12
1,8.79,15.52,2,8.75,15.62,3,8.83,15.81,4,8.82,15.94
1,8.33,23.85,2,8.31,23.93,3,8.34,24.15,4,8.29,24.23
1,8.39,32.24,2,8.46,32.39,3,8.47,32.62,4,8.50,32.73
1,8.60,40.839,2,8.62,41.010,3,8.52,41.133,4,8.53,41.252
