Kimberly DERRICK POSITION,Kimberly DERRICK LAP TIME,Kimberly DERRICK ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME
2,13.48,13.48,1,13.35,13.35,4,13.67,13.67,3,13.53,13.53
2,10.37,23.86,1,10.21,23.57,4,10.33,24.01,3,10.36,23.89
3,10.37,34.23,1,10.28,33.85,4,10.27,34.28,2,10.30,34.20
3,10.05,44.28,1,10.32,44.18,4,10.20,44.48,2,10.02,44.22
3,9.84,54.13,2,9.91,54.10,4,9.83,54.32,1,9.81,54.04
3,9.92,1:04.05,2,9.87,1:03.98,4,9.84,1:04.17,1,9.92,1:03.97
3,9.77,1:13.83,2,9.79,1:13.77,4,9.86,1:14.03,1,9.70,1:13.67
3,9.72,1:23.55,1,9.63,1:23.41,4,9.59,1:23.62,2,9.76,1:23.44
3,10.40,1:33.950,1,9.77,1:33.180,0,,DQ,2,10.02,1:33.459
