van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,SZILICZEI-NEMET Rebeka POSITION,SZILICZEI-NEMET Rebeka LAP TIME,SZILICZEI-NEMET Rebeka ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME
1,7.12,7.12,3,7.73,7.73,4,7.90,7.90,5,8.07,8.07,2,7.34,7.34
1,9.31,16.43,3,9.45,17.18,4,9.60,17.50,5,9.61,17.68,2,9.26,16.60
1,8.81,25.24,3,8.79,25.97,4,8.94,26.44,5,8.98,26.66,2,8.75,25.35
1,8.97,34.21,3,8.81,34.78,4,8.97,35.41,5,9.08,35.74,2,9.07,34.42
1,9.19,43.40,3,9.03,43.81,4,9.28,44.69,5,9.12,44.86,2,9.29,43.71
