BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
1,6.84,6.84,2,6.96,6.96,3,7.08,7.08,4,7.50,7.50
1,9.04,15.88,2,9.00,15.96,3,9.14,16.22,4,9.30,16.80
1,8.56,24.44,2,8.57,24.53,3,8.83,25.05,4,8.99,25.79
1,8.70,33.14,2,8.69,33.22,3,8.96,34.01,4,9.21,35.00
1,8.93,42.062,2,8.94,42.152,3,9.16,43.167,4,9.45,44.443
