DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
2,14.46,14.46,1,14.39,14.39,4,15.60,15.60,3,14.71,14.71
2,10.98,25.44,1,11.05,25.44,4,11.44,27.04,3,10.96,25.67
1,9.82,35.26,2,9.93,35.37,4,11.48,38.52,3,9.83,35.50
1,9.75,45.01,2,9.73,45.10,4,11.84,50.36,3,9.72,45.22
1,9.73,54.74,2,9.75,54.85,4,12.17,1:02.53,3,9.76,54.98
1,9.65,1:04.39,2,9.64,1:04.49,4,12.57,1:15.10,3,9.63,1:04.61
1,9.70,1:14.09,2,9.69,1:14.18,4,11.90,1:27.00,3,9.65,1:14.26
1,9.59,1:23.68,2,9.64,1:23.82,4,11.98,1:38.98,3,9.68,1:23.94
1,9.88,1:33.556,2,9.81,1:33.628,4,12.38,1:51.354,3,9.81,1:33.750
