Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,MA Wei POSITION,MA Wei LAP TIME,MA Wei ELAPSED TIME,ANTONIOLI Mattia POSITION,ANTONIOLI Mattia LAP TIME,ANTONIOLI Mattia ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME
1,15.43,15.43,2,15.56,15.56,4,15.66,15.66,3,15.65,15.65
1,11.78,27.21,2,11.78,27.34,4,11.91,27.57,3,11.79,27.44
1,11.23,38.44,2,11.23,38.57,4,11.21,38.78,3,11.22,38.66
1,10.93,49.37,2,10.95,49.52,4,10.95,49.73,3,10.95,49.61
1,10.48,59.85,2,10.38,59.90,4,10.41,1:00.14,3,10.41,1:00.02
2,9.47,1:09.32,1,9.24,1:09.14,4,9.50,1:09.64,3,9.48,1:09.50
2,8.78,1:18.10,1,8.85,1:17.99,3,9.39,1:19.03,4,28.44,1:37.94
2,8.66,1:26.76,1,8.67,1:26.66,3,9.84,1:28.87,4,15.38,1:53.32
2,8.97,1:35.731,1,8.96,1:35.615,3,10.91,1:39.771,4,14.04,2:07.355
