Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,BLUNDEN Keanu POSITION,BLUNDEN Keanu LAP TIME,BLUNDEN Keanu ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME
3,14.10,14.10,2,14.03,14.03,4,14.19,,1,13.93,13.93,5,14.22,14.22
2,11.03,25.13,1,11.00,25.03,3,10.97,,4,11.32,25.25,5,11.11,25.33
2,10.07,35.20,3,10.19,35.22,1,9.97,,4,10.20,35.45,5,10.21,35.54
3,10.33,45.53,2,10.20,45.42,1,10.19,,4,10.21,45.66,5,10.20,45.74
1,9.66,55.19,1,9.77,55.19,3,9.98,,4,9.65,55.31,5,9.71,55.45
1,9.45,1:04.64,2,9.55,1:04.74,5,9.77,,3,9.62,1:04.93,4,9.56,1:05.01
1,9.35,1:13.99,2,9.37,1:14.11,4,9.24,,3,9.25,1:14.18,5,9.42,1:14.43
1,9.28,1:23.27,2,9.27,1:23.38,5,9.58,,3,9.31,1:23.49,4,9.43,1:23.86
1,9.14,1:32.41,2,9.12,1:32.50,4,20.70,,3,9.09,1:32.58,5,25.68,1:49.54
