HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,6.87,6.87,4,8.05,8.05,2,7.05,7.05,3,7.25,7.25
1,8.91,15.78,4,9.18,17.23,2,9.11,16.16,3,9.01,16.26
1,8.74,24.52,3,8.70,25.93,2,8.78,24.94,4,9.71,25.97
1,8.84,33.36,3,9.09,35.02,2,9.14,34.08,4,11.16,37.13
1,8.95,42.302,3,9.25,44.261,2,9.45,43.528,4,11.26,48.381
