LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,KAUFMANN-LUDWIG Leon POSITION,KAUFMANN-LUDWIG Leon LAP TIME,KAUFMANN-LUDWIG Leon ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,7.00,7.00,2,7.29,7.29,3,7.48,7.48,4,7.61,7.61
1,9.08,16.08,2,8.93,16.22,3,9.08,16.56,4,9.09,16.70
1,8.38,24.46,2,8.39,24.61,4,8.56,25.12,3,8.41,25.11
1,8.54,33.00,2,8.54,33.15,4,8.70,33.82,3,8.62,33.73
1,8.89,41.89,2,8.87,42.02,3,8.78,42.609,4,8.99,42.727
