TRAN Aaron POSITION,TRAN Aaron LAP TIME,TRAN Aaron ELAPSED TIME,Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Marc GONZALES POSITION,Marc GONZALES LAP TIME,Marc GONZALES ELAPSED TIME,YU Songnan POSITION,YU Songnan LAP TIME,YU Songnan ELAPSED TIME
1,12.58,12.58,3,12.80,12.80,2,12.70,12.70,5,13.16,13.16,4,12.98,12.98
1,9.70,22.28,3,9.66,22.46,2,9.68,22.38,5,9.63,22.79,4,9.49,22.47
1,9.43,31.71,4,9.62,32.08,2,9.46,31.84,5,9.50,32.29,3,9.46,31.93
1,9.08,40.79,4,9.04,41.12,2,9.08,40.92,5,9.36,41.65,3,9.07,41.00
1,9.06,49.85,4,9.07,50.19,3,9.14,50.06,5,9.55,51.20,2,8.94,49.94
1,8.68,58.53,4,9.16,59.35,3,8.69,58.75,5,9.67,1:00.87,2,8.72,58.66
1,8.83,1:07.36,4,9.52,1:08.87,3,8.79,1:07.54,5,9.94,1:10.81,2,8.80,1:07.46
1,8.95,1:16.31,4,10.06,1:18.93,2,8.83,1:16.37,5,10.32,1:21.13,3,9.08,1:16.54
1,8.91,1:25.22,4,10.86,1:29.79,2,9.06,1:25.43,5,10.62,1:31.75,3,9.25,1:25.79
