Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Takahiro FUJIMOTO POSITION,Takahiro FUJIMOTO LAP TIME,Takahiro FUJIMOTO ELAPSED TIME
2,12.31,12.31,5,12.36,12.36,4,12.35,12.35,3,12.35,12.35,1,12.31,12.31
1,9.52,21.83,4,9.76,22.12,2,9.66,22.01,5,9.84,22.20,3,9.71,22.03
1,9.73,31.56,4,9.65,31.78,2,9.63,31.64,5,9.72,31.92,3,9.74,31.77
1,9.66,41.23,2,9.46,41.24,4,9.76,41.40,5,9.66,41.58,3,9.57,41.34
1,9.09,50.32,2,9.21,50.45,4,9.30,50.70,5,9.32,50.91,3,9.22,50.57
1,9.10,59.43,2,9.17,59.62,4,8.95,59.66,5,9.00,59.92,3,9.08,59.65
1,9.21,1:08.64,4,9.36,1:08.98,3,9.29,1:08.95,5,9.39,1:09.32,2,9.22,1:08.87
1,9.22,1:17.86,3,9.12,1:18.11,4,9.19,1:18.14,5,9.18,1:18.50,2,9.05,1:17.93
1,9.43,1:27.289,3,9.46,1:27.563,4,9.52,1:27.651,5,10.10,1:28.591,2,9.46,1:27.387
