Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME
3,7.21,7.21,2,7.08,7.08,1,6.85,6.85
3,9.43,16.65,2,9.03,16.12,1,9.09,15.95
3,8.70,25.36,2,8.67,24.79,1,8.68,24.63
3,8.94,34.31,2,8.83,33.63,1,8.86,33.50
3,9.31,43.619,2,9.16,42.787,1,9.17,42.666
