Jeff SCHOLTEN POSITION,Jeff SCHOLTEN LAP TIME,Jeff SCHOLTEN ELAPSED TIME,Leon FLACK POSITION,Leon FLACK LAP TIME,Leon FLACK ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME,Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME
3,15.010,15.010,4,15.408,15.408,1,14.969,14.969,2,14.989,14.989
1,11.428,26.438,4,11.312,26.719,3,11.543,26.512,2,11.509,26.497
1,10.756,37.194,4,10.734,37.453,2,10.748,37.259,3,10.848,37.345
2,10.160,47.353,4,10.190,47.643,1,9.994,47.253,3,10.081,47.425
2,9.825,57.178,4,9.819,57.461,1,9.771,57.023,3,9.920,57.344
2,9.412,1:06.590,4,9.363,1:06.824,1,9.486,1:06.509,3,9.374,1:06.718
2,9.371,1:15.960,4,9.359,1:16.182,1,9.339,1:15.847,3,9.353,1:16.071
1,9.038,1:24.997,4,9.234,1:25.415,2,9.349,1:25.196,3,9.155,1:25.226
1,9.39,1:34.381,2,11.91,1:37.318,3,32.03,1:57.220,0,,DQ
