Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Jakov DOMITREK POSITION,Jakov DOMITREK LAP TIME,Jakov DOMITREK ELAPSED TIME
1,6.86,6.86,2,7.02,7.02,3,7.17,7.17,4,7.39,7.39
1,9.07,15.93,2,9.00,16.02,3,8.99,16.16,4,9.36,16.75
1,8.61,24.54,2,8.62,24.64,3,8.60,24.76,4,9.29,26.04
1,8.66,33.20,2,8.66,33.30,3,8.67,33.43,4,9.35,35.39
1,8.89,42.082,2,8.83,42.125,3,8.94,42.367,4,9.53,44.916
