Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
1,16.17,16.17,2,28.44,28.44,0,,
1,12.32,28.50,2,11.45,39.90,0,,
1,11.28,39.78,2,11.14,51.04,0,,
1,11.20,50.99,2,10.13,1:01.17,0,,
1,9.90,1:00.89,2,9.89,1:11.07,0,,
1,10.19,1:11.08,2,10.13,1:21.20,0,,
1,10.27,1:21.36,2,10.23,1:31.44,0,,
1,10.08,1:31.45,2,10.44,1:41.88,0,,
1,9.90,1:41.345,3,,1:41.873,2,,1:41.483
