SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME
4,12.11,12.11,1,11.72,,3,11.95,,5,12.24,12.24,2,11.81,11.81
4,9.33,21.44,1,9.42,,3,9.41,,4,9.20,21.44,2,9.45,21.26
5,9.33,30.77,2,9.31,,4,9.25,,2,9.01,30.45,1,9.12,30.38
4,9.05,39.82,2,9.13,,3,9.09,,5,9.70,40.15,1,9.09,39.47
3,9.17,48.99,2,9.34,,4,9.32,,5,9.05,49.20,1,9.36,48.83
3,9.34,58.33,2,9.32,,4,9.44,,5,9.36,58.56,1,9.31,58.14
3,9.40,1:07.73,2,9.47,,4,9.39,,5,9.43,1:07.99,1,9.49,1:07.63
5,12.98,1:20.71,2,9.26,,1,9.03,,4,9.31,1:17.30,3,9.47,1:17.10
3,11.14,1:31.832,2,8.99,,1,9.00,,1,9.21,1:26.502,2,9.46,1:26.543
