Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,SONG Weilong POSITION,SONG Weilong LAP TIME,SONG Weilong ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME
2,12.36,12.36,3,12.42,12.42,1,12.23,12.23,4,12.79,12.79
2,9.75,22.11,3,9.70,22.13,1,9.68,21.92,4,9.43,22.22
2,9.52,31.63,3,9.52,31.65,1,9.58,31.50,4,9.69,31.91
3,9.61,41.25,2,9.59,41.24,1,9.57,41.07,4,9.54,41.45
1,9.21,50.46,3,9.37,50.62,2,9.42,50.50,4,9.33,50.79
4,9.50,59.97,2,9.16,59.78,1,9.18,59.68,3,9.00,59.79
4,9.38,1:09.35,3,9.36,1:09.15,2,9.46,1:09.14,1,9.30,1:09.10
4,9.21,1:18.57,3,9.32,1:18.48,2,9.29,1:18.43,1,9.24,1:18.34
2,9.79,1:28.359,0,,DQ,3,10.32,1:28.747,1,9.84,1:28.173
