Noah ESSAGHIR POSITION,Noah ESSAGHIR LAP TIME,Noah ESSAGHIR ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME
4,7.27,7.27,1,6.75,6.75,2,6.96,6.96,5,7.29,7.29,3,7.10,7.10
5,9.61,16.88,1,9.03,15.78,2,9.10,16.06,4,9.03,16.32,3,9.08,16.18
5,9.50,26.38,1,8.60,24.38,2,8.48,24.54,3,8.48,24.80,4,8.72,24.90
5,10.02,36.40,1,8.59,32.97,2,8.55,33.09,3,8.74,33.54,4,8.82,33.72
5,10.25,46.645,1,8.76,41.730,2,8.77,41.857,3,9.01,42.550,4,9.02,42.732
