Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
2,7.05,7.05,3,7.24,7.24,1,6.84,6.84,4,7.33,7.33,5,7.35,7.35
2,9.01,16.06,5,9.47,16.71,1,8.82,15.66,3,9.17,16.50,4,9.24,16.59
2,8.55,24.61,4,8.71,25.42,1,8.35,24.01,3,8.73,25.23,5,29.37,45.96
2,8.73,33.34,4,8.68,34.10,1,8.55,32.56,3,8.78,34.01,5,16.37,1:02.33
2,8.97,42.301,4,9.75,43.850,1,8.81,41.362,3,8.98,42.984,5,12.94,1:15.270
