LEE Seung-Hoon POSITION,LEE Seung-Hoon LAP TIME,LEE Seung-Hoon ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
4,13.530,13.530,2,13.233,13.233,1,13.210,13.210,5,13.540,13.540,3,13.473,13.473
5,10.197,23.727,2,10.128,23.360,1,10.002,23.212,4,9.931,23.470,3,9.890,23.363
5,9.343,33.069,3,9.400,32.760,2,9.508,32.720,4,9.460,32.929,1,9.261,32.624
4,8.834,41.903,5,9.261,42.020,2,9.169,41.888,1,8.958,41.887,3,9.267,41.890
5,9.273,51.176,4,9.121,51.141,3,9.190,51.078,2,9.186,51.073,1,9.070,50.960
5,9.375,1:00.551,4,9.220,1:00.360,3,9.083,1:00.160,2,8.914,59.986,1,8.745,59.704
5,9.221,1:09.771,4,9.107,1:09.467,3,9.187,1:09.347,2,9.313,1:09.299,1,8.721,1:08.425
5,9.227,1:18.997,2,8.902,1:18.368,3,9.259,1:18.605,4,9.437,1:18.736,1,9.143,1:17.568
3,9.39,1:28.380,4,10.08,1:28.445,2,9.70,1:28.304,5,9.97,1:28.701,1,9.47,1:27.038
