Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
2,13.18,13.18,1,13.16,13.16,4,13.45,13.45,3,13.32,13.32
1,10.59,23.77,2,10.70,23.86,4,10.81,24.26,3,10.64,23.96
2,10.24,34.01,1,10.13,33.99,4,10.25,34.52,3,10.23,34.20
2,9.98,44.00,1,9.97,43.97,4,9.99,44.52,3,9.97,44.18
2,9.57,53.57,1,9.56,53.54,4,9.46,53.98,3,9.55,53.73
1,9.24,1:02.81,2,9.41,1:02.95,4,9.38,1:03.37,3,9.31,1:03.05
1,9.35,1:12.16,2,9.25,1:12.20,4,9.26,1:12.63,3,9.33,1:12.38
3,10.57,1:22.73,1,9.30,1:21.50,2,9.96,1:22.59,4,12.10,1:24.48
2,10.00,1:32.725,1,10.50,1:32.000,3,10.78,1:33.361,0,,DQ
