MANOILOVA Katrin POSITION,MANOILOVA Katrin LAP TIME,MANOILOVA Katrin ELAPSED TIME,Katsiaryna CHYSTAYA POSITION,Katsiaryna CHYSTAYA LAP TIME,Katsiaryna CHYSTAYA ELAPSED TIME,LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
3,13.68,13.68,4,13.95,13.95,2,13.56,13.56,1,13.47,13.47
3,10.07,23.75,4,9.95,23.90,2,10.05,23.61,1,10.01,23.48
3,9.70,33.45,4,9.74,33.64,2,9.71,33.32,1,9.72,33.20
3,9.47,42.92,4,9.67,43.31,2,9.47,42.79,1,9.49,42.69
3,9.33,52.25,4,9.87,53.18,2,9.33,52.12,1,9.34,52.03
3,9.35,1:01.60,4,10.24,1:03.42,2,9.21,1:01.33,1,9.21,1:01.24
3,9.78,1:11.38,4,10.60,1:14.02,2,9.29,1:10.62,1,9.29,1:10.53
3,10.20,1:21.58,4,11.00,1:25.02,2,10.04,1:20.66,1,9.99,1:20.52
3,10.58,1:32.160,4,11.25,1:36.270,2,10.02,1:30.688,1,10.15,1:30.672
